station  s142  55  56     10     7     4
station  s143  11  31      8     3     8
station  s144  83  68     10     1     1
station  s145  29  61      5     3     5
station  s146  79  37      9     4     6
station  s147   3  80     10     4     8
station  s148  32  76      6     0     5
station  s149  89  75      8     4     8
station  s150  44  21      9     8     1
station  s151  20   3      5     2     5
station  s152   9  39      6     6     0
station  s153  79  30      5     3     2
station  s154  29  81      6     2     0
station  s155  12  41      6     6     3
station  s156  81  50      9     1     4
station  s157  99  56      5     5     0
station  s158  21  33      5     1     4
station  s159  10  33     10     0     6
station  s160  85  29      5     4     4
station  s161  35  52      7     0     1
station  s162  22  78     10     5     9
station  s163  10  77      7     4     7
station  s164  10  50      6     1     4
station  s165  74   8      7     5     6
station  s166  57   7      5     0     1
station  s167  14  49     10     1     2
station  s168  79  88      6     0     6
station  s169  39  71      7     1     3
station  s170  41  82     10     1     0
station  s171  43  22      7     6     4
station  s172  23  94      9     0     3
station  s173  35  81      8     2     1
station  s174  62  69      6     4     3
station  s175  10  32      7     6     4
station  s176  58   0      9     1     2
station  s177   6  39      5     4     0
station  s178  40  95     10     6     5
station  s179  65  30     10     5     2
station  s180   9   8      9     7     9
station  s181  98  61      6     6     0
station  s182  43  78      6     5     4
station  s183  19  21      5     4     2
station  s184  28  78      9     9     2
station  s185  12  75      6     2     4
station  s186   8  65      7     0     6
station  s187  54  78      9     6     4
station  s188   3  52      9     3     5
station  s189  14  30     10     9     8
station  s190  59  30      5     4     5
station  s191  56   0     10     5     9
station  s192  49  63      7     7     6
station  s193  74  52      5     0     1
station  s194  84  29      8     3     3
station  s195  21  11     10     8     3
station  s196   2   9      7     6     3
station  s197  78  29      8     2     7
station  s198  58  89     10     7     2
station  s199  22  96     10    10     0
station  s200  11  12      9     5     1

